customer_id,streak_id,streak_length,max_temperature,start_internal_temp,streak_start_time,streak_end_time,temp_delta,avg_temperature
88,11,1.75,32.49722222222223,28.15888888888889,2023-06-24 08:00:00,2023-06-24 09:30:00,4.338333333333338,27.412619047619046
90,19,9.0,39.05,22.14222222222222,2023-06-22 09:30:00,2023-06-22 18:15:00,16.907777777777778,29.60436728395062
90,20,4.5,34.05777777777777,23.772777777777776,2023-06-23 16:00:00,2023-06-23 20:15:00,10.284999999999997,32.295493827160506
91,25,2.75,33.638888888888886,23.86888888888889,2023-06-23 15:15:00,2023-06-23 17:45:00,9.769999999999996,29.195808080808085
92,12,1.25,33.84777777777778,29.05277777777778,2023-06-24 08:45:00,2023-06-24 09:45:00,4.794999999999998,29.072666666666667
93,23,2.25,40.415,22.046111111111117,2023-06-22 09:30:00,2023-06-22 11:30:00,18.368888888888883,31.608456790123455
93,25,2.75,32.91111111111111,28.357222222222227,2023-06-24 08:00:00,2023-06-24 10:30:00,4.553888888888885,28.574292929292938
94,49,3.0,34.90277777777778,23.86888888888889,2023-06-23 15:00:00,2023-06-23 17:45:00,11.033888888888889,29.385879629629628
94,51,1.5,43.117777777777775,34.69111111111111,2023-06-24 13:15:00,2023-06-24 14:30:00,8.426666666666662,39.30444444444444
95,24,6.5,33.22222222222222,27.665,2023-06-24 08:00:00,2023-06-24 14:15:00,5.557222222222222,28.50057692307693
95,30,4.0,33.535,28.15888888888889,2023-07-15 17:00:00,2023-07-15 20:45:00,5.376111111111108,29.88677083333333
96,28,3.25,33.3261111111111,28.75388888888889,2023-06-24 08:00:00,2023-06-24 11:00:00,4.572222222222212,28.654871794871795
101,16,2.75,31.880000000000003,27.567222222222217,2023-06-24 08:15:00,2023-06-24 10:45:00,4.312777777777786,28.069797979797972
103,74,1.0,33.3261111111111,29.15222222222222,2023-06-22 11:15:00,2023-06-22 12:00:00,4.173888888888882,31.30583333333334
103,81,4.75,33.638888888888886,27.272222222222226,2023-06-24 08:45:00,2023-06-24 13:15:00,6.36666666666666,29.12073099415204
105,31,4.25,33.535,23.86888888888889,2023-06-23 14:15:00,2023-06-23 18:15:00,9.666111111111107,28.305
105,38,8.75,55.580000000000005,30.86222222222223,2023-06-26 08:00:00,2023-06-26 16:30:00,24.717777777777776,34.37438095238095
105,59,9.0,32.49722222222223,26.78111111111112,2023-07-06 11:15:00,2023-07-06 20:00:00,5.716111111111108,28.901944444444446
105,64,11.25,31.063888888888894,26.78111111111112,2023-07-11 09:00:00,2023-07-11 20:00:00,4.282777777777774,29.40555555555556
105,67,13.0,32.6,26.487777777777776,2023-07-13 08:00:00,2023-07-13 20:45:00,6.1122222222222256,29.248568376068377
105,70,10.0,33.535,29.352222222222224,2023-07-15 10:30:00,2023-07-15 20:15:00,4.182777777777773,31.573902777777775
107,15,6.0,31.16611111111111,24.06222222222222,2023-06-23 11:00:00,2023-06-23 16:45:00,7.103888888888889,24.885416666666668
107,17,2.25,38.157222222222224,30.76,2023-06-26 08:45:00,2023-06-26 10:45:00,7.397222222222222,34.008086419753084
113,24,6.25,35.54222222222222,24.15777777777777,2023-06-22 10:15:00,2023-06-22 16:15:00,11.384444444444451,29.833688888888894
113,27,7.5,43.35888888888889,36.62,2023-06-24 10:15:00,2023-06-24 17:30:00,6.738888888888894,39.44968518518519
113,28,6.5,41.92777777777778,26.78111111111112,2023-06-25 08:30:00,2023-06-25 14:45:00,15.146666666666658,35.401260683760675
113,29,5.0,40.3,28.357222222222227,2023-06-26 08:30:00,2023-06-26 13:15:00,11.94277777777777,34.90141666666667
113,30,4.75,39.27611111111111,29.552222222222227,2023-06-27 08:45:00,2023-06-27 13:15:00,9.723888888888887,34.88517543859649
113,31,3.75,36.94611111111111,29.25222222222222,2023-06-28 08:45:00,2023-06-28 12:15:00,7.693888888888889,33.316
113,32,1.75,31.16611111111111,26.87888888888889,2023-06-29 08:15:00,2023-06-29 09:45:00,4.287222222222219,29.061428571428564
114,55,3.25,32.70388888888889,26.682777777777776,2023-06-24 08:15:00,2023-06-24 11:15:00,6.021111111111114,28.0092735042735
116,21,6.0,44.95222222222222,22.046111111111117,2023-06-22 08:30:00,2023-06-22 14:15:00,22.9061111111111,32.74381944444445
116,26,4.25,41.34111111111111,31.77777777777778,2023-06-27 09:15:00,2023-06-27 13:15:00,9.563333333333333,35.813006535947714
119,23,3.0,31.98277777777778,27.370000000000005,2023-06-24 08:15:00,2023-06-24 11:00:00,4.612777777777776,28.078657407407416
122,21,2.75,34.37388888888889,22.14222222222222,2023-06-22 08:15:00,2023-06-22 10:45:00,12.231666666666673,25.03348484848485
124,17,6.0,36.07888888888888,21.855,2023-06-22 08:45:00,2023-06-22 14:30:00,14.223888888888883,28.914976851851854
124,18,4.0,35.114999999999995,26.292222222222215,2023-06-22 16:15:00,2023-06-22 20:00:00,8.82277777777778,24.968611111111112
124,19,12.0,35.114999999999995,24.35111111111111,2023-06-23 08:15:00,2023-06-23 20:00:00,10.763888888888886,26.922222222222217
124,20,12.0,35.114999999999995,27.665,2023-06-24 08:15:00,2023-06-24 20:00:00,7.449999999999996,31.51761574074073
124,21,9.0,35.114999999999995,29.452222222222225,2023-06-25 08:15:00,2023-06-25 17:00:00,5.6627777777777695,32.1297685185185
124,23,7.25,46.21,29.952777777777783,2023-06-26 08:30:00,2023-06-26 15:30:00,16.257222222222218,35.953793103448284
124,43,7.5,32.70388888888889,28.555,2023-07-18 08:45:00,2023-07-18 16:00:00,4.148888888888891,30.582925925925924
127,52,5.25,34.79611111111111,22.046111111111117,2023-06-22 08:15:00,2023-06-22 13:15:00,12.749999999999993,26.990238095238098
127,56,7.0,34.26777777777778,28.357222222222227,2023-06-24 08:15:00,2023-06-24 15:00:00,5.910555555555554,29.379722222222224
127,59,3.25,39.27611111111111,31.16611111111111,2023-06-26 08:00:00,2023-06-26 11:00:00,8.110000000000003,33.742820512820536
129,26,9.75,40.99222222222223,21.95111111111111,2023-06-22 08:15:00,2023-06-22 17:45:00,19.04111111111112,29.046196581196575
129,32,7.0,34.26777777777778,27.567222222222217,2023-06-24 08:15:00,2023-06-24 15:00:00,6.700555555555564,29.851686507936513
129,35,5.5,34.79611111111111,29.452222222222225,2023-06-25 08:15:00,2023-06-25 13:30:00,5.343888888888884,31.057676767676767
129,36,3.5,40.53,29.552222222222227,2023-06-26 08:45:00,2023-06-26 12:00:00,10.977777777777774,35.88492063492064
129,37,3.5,37.27388888888889,29.952777777777783,2023-06-27 08:30:00,2023-06-27 11:45:00,7.321111111111108,34.327817460317455
129,47,8.0,32.91111111111111,28.25777777777778,2023-07-07 11:30:00,2023-07-07 19:15:00,4.653333333333332,31.675937499999993
131,32,3.5,33.43,23.772777777777776,2023-06-23 14:45:00,2023-06-23 18:00:00,9.657222222222224,28.068888888888882
132,16,2.75,31.880000000000003,21.95111111111111,2023-06-22 08:30:00,2023-06-22 11:00:00,9.928888888888892,24.749040404040404
132,18,3.75,35.54222222222222,18.99611111111111,2023-06-24 08:15:00,2023-06-24 11:45:00,16.546111111111113,28.551407407407414
132,33,8.25,32.187777777777775,27.272222222222226,2023-07-18 08:00:00,2023-07-18 16:00:00,4.9155555555555495,29.526178451178453
137,3,1.0,33.43,27.76388888888889,2023-06-24 08:30:00,2023-06-24 08:45:00,5.66611111111111,27.813055555555557
138,46,2.25,42.52,25.805,2023-06-22 10:00:00,2023-06-22 12:00:00,16.715000000000003,35.678333333333335
138,49,5.75,34.585,23.96611111111111,2023-06-23 14:15:00,2023-06-23 19:45:00,10.61888888888889,29.650724637681158
